Medal_type;Medal_code;Medal_date;Name;Gender;Discipline;Code_Discipline;Event;url_event;Country_code;Country
Gold Medal;1;2024-07-29;Thomas CECCON;M;Swimming;SWM;Men's 100m Backstroke;https://olympics.com/en/paris-2024/results/swimming/men-s-100m-backstroke/fnl-000100--;ITA;Italy
Bronze Medal;3;2024-08-08;Ginevra TADDEUCCI;W;Marathon Swimming;OWS;Women's 10km;https://olympics.com/en/paris-2024/results/marathon-swimming/women-s-10km/fnl-000100--;ITA;Italy
Silver Medal;2;2024-07-31;Hayden WILDE;M;Triathlon;TRI;Men's Individual;https://olympics.com/en/paris-2024/results/triathlon/men-s-individual/fnl-000100--;NZL;New Zealand
Gold Medal;1;2024-10-08;Hamish KERR;M;Athletics;ATH;Men's High Jump;https://olympics.com/en/paris-2024/results/athletics/men-s-high-jump/fnl-000100--;NZL;New Zealand
Silver Medal;2;2024-09-08;YANG Liu;W;Boxing;BOX;Women's 66kg;https://olympics.com/en/paris-2024/results/boxing/women-s-66kg/fnl-000100--;CHN;China
Gold Medal;1;2024-08-08;CHANG Yuan;W;Boxing;BOX;Women's 54kg;https://olympics.com/en/paris-2024/results/boxing/women-s-54kg/fnl-000100--;CHN;China
Gold Medal;1;2024-09-08;WU Yu;W;Boxing;BOX;Women's 50kg;https://olympics.com/en/paris-2024/results/boxing/women-s-50kg/fnl-000100--;CHN;China
Silver Medal;2;2024-03-08;Emma TWIGG;W;Rowing;ROW;Women's Single Sculls;https://olympics.com/en/paris-2024/results/rowing/women-s-single-sculls/fnl---------;NZL;New Zealand
Bronze Medal;3;2024-03-08;Hina HAYATA;W;Table Tennis;TTE;Women's Singles;https://olympics.com/en/paris-2024/results/table-tennis/women-s-singles/fnl-000200--;JPN;Japan
Bronze Medal;3;2024-06-08;Nazym KYZAIBAY;W;Boxing;BOX;Women's 50kg;https://olympics.com/en/paris-2024/results/boxing/women-s-50kg/sfnl000100--;KAZ;Kazakhstan
Bronze Medal;3;2024-11-08;Hellen OBIRI;W;Athletics;ATH;Women's Marathon;https://olympics.com/en/paris-2024/results/athletics/women-s-marathon/fnl-000100--;KEN;Kenya
Bronze Medal;3;2024-04-08;Enmanuel REYES PLA;M;Boxing;BOX;Men's 92kg;https://olympics.com/en/paris-2024/results/boxing/men-s-92kg/sfnl000100--;ESP;Spain
Gold Medal;1;2024-01-08;Kate DOUGLASS;W;Swimming;SWM;Women's 200m Breaststroke;https://olympics.com/en/paris-2024/results/swimming/women-s-200m-breaststroke/fnl-000100--;USA;United States
Bronze Medal;3;2024-07-28;Carson FOSTER;M;Swimming;SWM;Men's 400m Individual Medley;https://olympics.com/en/paris-2024/results/swimming/men-s-400m-individual-medley/fnl-000100--;USA;United States
Silver Medal;2;2024-02-08;Regan SMITH;W;Swimming;SWM;Women's 200m Backstroke;https://olympics.com/en/paris-2024/results/swimming/women-s-200m-backstroke/fnl-000100--;USA;United States
Silver Medal;2;2024-07-28;Gretchen WALSH;W;Swimming;SWM;Women's 100m Butterfly;https://olympics.com/en/paris-2024/results/swimming/women-s-100m-butterfly/fnl-000100--;USA;United States
Gold Medal;1;2024-02-08;Ivan LITVINOVICH;M;Trampoline Gymnastics;GTR;Men;https://olympics.com/en/paris-2024/results/trampoline-gymnastics/men/fnl-000001--;AIN;AIN
Silver Medal;2;2024-07-27;Fares FERJANI;M;Fencing;FEN;Men's Sabre Individual;https://olympics.com/en/paris-2024/results/fencing/men-s-sabre-individual/fnl-000100--;TUN;Tunisia
Gold Medal;1;2024-07-08;KUSAKA Nao;M;Wrestling;WRE;Men's Greco-Roman 77kg;https://olympics.com/en/paris-2024/results/wrestling/men-s-greco-roman-77kg/fnl-000100--;JPN;Japan
Gold Medal;1;2024-11-08;KAGAMI Yuka;W;Wrestling;WRE;Women's Freestyle 76kg;https://olympics.com/en/paris-2024/results/wrestling/women-s-freestyle-76kg/fnl-000100--;JPN;Japan
Silver Medal;2;2024-10-08;TAKATANI Daichi;M;Wrestling;WRE;Men's Freestyle 74kg;https://olympics.com/en/paris-2024/results/wrestling/men-s-freestyle-74kg/fnl-000100--;JPN;Japan
Bronze Medal;3;2024-06-08;OZAKI Nonoka;W;Wrestling;WRE;Women's Freestyle 68kg;https://olympics.com/en/paris-2024/results/wrestling/women-s-freestyle-68kg/repf000200--;JPN;Japan
Bronze Medal;3;2024-01-08;Jemima MONTAG;W;Athletics;ATH;Women's 20km Race Walk;https://olympics.com/en/paris-2024/results/athletics/women-s-20km-race-walk/fnl-000100--;AUS;Australia
Bronze Medal;3;2024-07-31;Natalya DIEHM;W;Cycling BMX Freestyle;BMF;Women's Park;https://olympics.com/en/paris-2024/results/cycling-bmx-freestyle/women-s-park/fnl-000100--;AUS;Australia
Gold Medal;1;2024-07-27;Grace BROWN;W;Cycling Road;CRD;Women's Individual Time Trial;https://olympics.com/en/paris-2024/results/cycling-road/women-s-individual-time-trial/fnl-000100--;AUS;Australia
Gold Medal;1;2024-05-08;Noemie FOX;W;Canoe Slalom;CSL;Women's Kayak Cross;https://olympics.com/en/paris-2024/results/canoe-slalom/women-s-kayak-cross/fnl---------;AUS;Australia
Gold Medal;1;2024-08-08;Rizki JUNIANSYAH;M;Weightlifting;WLF;Men's 73kg;https://olympics.com/en/paris-2024/results/weightlifting/men-s-73kg/fnl-000100--;INA;Indonesia
Silver Medal;2;2024-07-28;Klaudia ZWOLINSKA;W;Canoe Slalom;CSL;Women's Kayak Single;https://olympics.com/en/paris-2024/results/canoe-slalom/women-s-kayak-single/fnl-000100--;POL;Poland
Bronze Medal;3;2024-04-08;Cristian Javier PINALES;M;Boxing;BOX;Men's 80kg;https://olympics.com/en/paris-2024/results/boxing/men-s-80kg/sfnl000100--;DOM;Dominican Republic
Silver Medal;2;2024-07-29;Jagger EATON;M;Skateboarding;SKB;Men's Street;https://olympics.com/en/paris-2024/results/skateboarding/men-s-street/fnl-000100--;USA;United States
Bronze Medal;3;2024-07-28;ZHANG Yufei;W;Swimming;SWM;Women's 100m Butterfly;https://olympics.com/en/paris-2024/results/swimming/women-s-100m-butterfly/fnl-000100--;CHN;China
Bronze Medal;3;2024-04-08;ZHANG Yufei;W;Swimming;SWM;Women's 50m Freestyle;https://olympics.com/en/paris-2024/results/swimming/women-s-50m-freestyle/fnl-000100--;CHN;China
Silver Medal;2;2024-05-08;Jack ROBINSON;M;Surfing;SRF;Men;https://olympics.com/en/paris-2024/results/surfing/men/fnl---------;AUS;Australia
Gold Medal;1;2024-02-08;Cameron McEVOY;M;Swimming;SWM;Men's 50m Freestyle;https://olympics.com/en/paris-2024/results/swimming/men-s-50m-freestyle/fnl-000100--;AUS;Australia
Bronze Medal;3;2024-03-08;Kaylee McKEOWN;W;Swimming;SWM;Women's 200m Individual Medley;https://olympics.com/en/paris-2024/results/swimming/women-s-200m-individual-medley/fnl-000100--;AUS;Australia
Silver Medal;2;2024-07-31;Kyle CHALMERS;M;Swimming;SWM;Men's 100m Freestyle;https://olympics.com/en/paris-2024/results/swimming/men-s-100m-freestyle/fnl-000100--;AUS;Australia
Gold Medal;1;2024-07-29;Mollie O'CALLAGHAN;W;Swimming;SWM;Women's 200m Freestyle;https://olympics.com/en/paris-2024/results/swimming/women-s-200m-freestyle/fnl-000100--;AUS;Australia
Bronze Medal;3;2024-10-08;Giorgi MESHVILDISHVILI;M;Wrestling;WRE;Men's Freestyle 125kg;https://olympics.com/en/paris-2024/results/wrestling/men-s-freestyle-125kg/repf000200--;AZE;Azerbaijan
Gold Medal;1;2024-09-08;AMI;W;Breaking;BKG;B-Girls;https://olympics.com/en/paris-2024/results/breaking/b-girls/fnl-000100--;JPN;Japan
Silver Medal;2;2024-07-28;Haley BATTEN;W;Cycling Mountain Bike;MTB;Women's Cross-country;https://olympics.com/en/paris-2024/results/cycling-mountain-bike/women-s-cross-country/fnl-000100--;USA;United States
Silver Medal;2;2024-07-31;Perris BENEGAS;W;Cycling BMX Freestyle;BMF;Women's Park;https://olympics.com/en/paris-2024/results/cycling-bmx-freestyle/women-s-park/fnl-000100--;USA;United States
Gold Medal;1;2024-11-08;Jennifer VALENTE;W;Cycling Track;CTR;Women's Omnium;https://olympics.com/en/paris-2024/results/cycling-track/women-s-omnium/pts-000100--;USA;United States
Bronze Medal;3;2024-07-31;Evy LEIBFARTH;W;Canoe Slalom;CSL;Women's Canoe Single;https://olympics.com/en/paris-2024/results/canoe-slalom/women-s-canoe-single/fnl-000100--;USA;United States
Gold Medal;1;2024-07-29;Christa DEGUCHI;W;Judo;JUD;Women -57 kg;https://olympics.com/en/paris-2024/results/judo/women--57-kg/fnl-000100--;CAN;Canada
Bronze Medal;3;2024-07-08;Augusto AKIO;M;Skateboarding;SKB;Men's Park;https://olympics.com/en/paris-2024/results/skateboarding/men-s-park/fnl-000100--;BRA;Brazil
Bronze Medal;3;2024-05-08;Gabriel MEDINA;M;Surfing;SRF;Men;https://olympics.com/en/paris-2024/results/surfing/men/fnl---------;BRA;Brazil
Silver Medal;2;2024-05-08;Tatiana WESTON-WEBB;W;Surfing;SRF;Women;https://olympics.com/en/paris-2024/results/surfing/women/fnl---------;BRA;Brazil
Bronze Medal;3;2024-08-08;Edival PONTES;M;Taekwondo;TKW;Men -68kg;https://olympics.com/en/paris-2024/results/taekwondo/men--68kg/repf000200--;BRA;Brazil
Silver Medal;2;2024-09-08;Aleksandra PERISIC;W;Taekwondo;TKW;Women -67kg;https://olympics.com/en/paris-2024/results/taekwondo/women--67kg/fnl-000100--;SRB;Serbia
Silver Medal;2;2024-07-08;Demeu ZHADRAYEV;M;Wrestling;WRE;Men's Greco-Roman 77kg;https://olympics.com/en/paris-2024/results/wrestling/men-s-greco-roman-77kg/fnl-000100--;KAZ;Kazakhstan
Gold Medal;1;2024-10-08;PHIL WIZARD;M;Breaking;BKG;B-Boys;https://olympics.com/en/paris-2024/results/breaking/b-boys/fnl-000100--;CAN;Canada
Gold Medal;1;2024-07-31;Adriana RUANO OLIVA;W;Shooting;SHO;Trap Women;https://olympics.com/en/paris-2024/results/shooting/trap-women/fnl-000100--;GUA;Guatemala
Bronze Medal;3;2024-07-30;Jean Pierre BROL CARDENAS;M;Shooting;SHO;Trap Men;https://olympics.com/en/paris-2024/results/shooting/trap-men/fnl-000100--;GUA;Guatemala
Bronze Medal;3;2024-01-08;Sunisa LEE;W;Artistic Gymnastics;GAR;Women's All-Around;https://olympics.com/en/paris-2024/results/artistic-gymnastics/women-s-all-around/fnl-000001--;USA;United States
Bronze Medal;3;2024-08-08;Noah LYLES;M;Athletics;ATH;Men's 200m;https://olympics.com/en/paris-2024/results/athletics/men-s-200m/fnl-000100--;USA;United States
Silver Medal;2;2024-03-08;Sha'carri RICHARDSON;W;Athletics;ATH;Women's 100m;https://olympics.com/en/paris-2024/results/athletics/women-s-100m/fnl-000100--;USA;United States
Silver Medal;2;2024-08-08;Kenneth BEDNAREK;M;Athletics;ATH;Men's 200m;https://olympics.com/en/paris-2024/results/athletics/men-s-200m/fnl-000100--;USA;United States
Gold Medal;1;2024-08-08;Tara DAVIS-WOODHALL;W;Athletics;ATH;Women's Long Jump;https://olympics.com/en/paris-2024/results/athletics/women-s-long-jump/fnl-000100--;USA;United States
Bronze Medal;3;2024-10-08;Grant FISHER;M;Athletics;ATH;Men's 5000m;https://olympics.com/en/paris-2024/results/athletics/men-s-5000m/fnl-000100--;USA;United States
Gold Medal;1;2024-08-08;Grant HOLLOWAY;M;Athletics;ATH;Men's 110m Hurdles;https://olympics.com/en/paris-2024/results/athletics/men-s-110m-hurdles/fnl-000100--;USA;United States
Bronze Medal;3;2024-03-08;Melissa JEFFERSON;W;Athletics;ATH;Women's 100m;https://olympics.com/en/paris-2024/results/athletics/women-s-100m/fnl-000100--;USA;United States
Bronze Medal;3;2024-04-08;MATSUYAMA Hideki;M;Golf;GLF;Men's Individual Stroke Play;https://olympics.com/en/paris-2024/results/golf/men-s-individual-stroke-play/fnl---------;JPN;Japan
Gold Medal;1;2024-07-29;CHEUNG Ka Long;M;Fencing;FEN;Men's Foil Individual;https://olympics.com/en/paris-2024/results/fencing/men-s-foil-individual/fnl-000100--;HKG;Hong Kong, China
Silver Medal;2;2024-03-08;Joe KOVACS;M;Athletics;ATH;Men's Shot Put;https://olympics.com/en/paris-2024/results/athletics/men-s-shot-put/fnl-000100--;USA;United States
Silver Medal;2;2024-10-08;Atheyna Bibeichi BYLON;W;Boxing;BOX;Women's 75kg;https://olympics.com/en/paris-2024/results/boxing/women-s-75kg/fnl-000100--;PAN;Panama
Gold Medal;1;2024-06-08;Gabrielle THOMAS;W;Athletics;ATH;Women's 200m;https://olympics.com/en/paris-2024/results/athletics/women-s-200m/fnl-000100--;USA;United States
Bronze Medal;3;2024-03-08;Ilya KHARUN;M;Swimming;SWM;Men's 100m Butterfly;https://olympics.com/en/paris-2024/results/swimming/men-s-100m-butterfly/fnl-000100--;CAN;Canada
Silver Medal;2;2024-07-27;Summer McINTOSH;W;Swimming;SWM;Women's 400m Freestyle;https://olympics.com/en/paris-2024/results/swimming/women-s-400m-freestyle/fnl-000100--;CAN;Canada
Gold Medal;1;2024-07-29;Summer McINTOSH;W;Swimming;SWM;Women's 400m Individual Medley;https://olympics.com/en/paris-2024/results/swimming/women-s-400m-individual-medley/fnl-000100--;CAN;Canada
Gold Medal;1;2024-01-08;Summer McINTOSH;W;Swimming;SWM;Women's 200m Butterfly;https://olympics.com/en/paris-2024/results/swimming/women-s-200m-butterfly/fnl-000100--;CAN;Canada
Silver Medal;2;2024-04-08;Marianne VOS;W;Cycling Road;CRD;Women's Road Race;https://olympics.com/en/paris-2024/results/cycling-road/women-s-road-race/fnl-000100--;NED;Netherlands
Silver Medal;2;2024-08-08;Hetty van de WOUW;W;Cycling Track;CTR;Women's Keirin;https://olympics.com/en/paris-2024/results/cycling-track/women-s-keirin/fnl---------;NED;Netherlands
Bronze Medal;3;2024-08-08;Annelous LAMMERTS;W;Sailing;SAL;Women's Kite;https://olympics.com/en/paris-2024/results/sailing/women-s-kite/fnl-000200--;NED;Netherlands
Bronze Medal;3;2024-08-08;Femke BOL;W;Athletics;ATH;Women's 400m Hurdles;https://olympics.com/en/paris-2024/results/athletics/women-s-400m-hurdles/fnl-000100--;NED;Netherlands
Bronze Medal;3;2024-05-08;Sifan HASSAN;W;Athletics;ATH;Women's 5000m;https://olympics.com/en/paris-2024/results/athletics/women-s-5000m/fnl-000100--;NED;Netherlands
Bronze Medal;3;2024-04-08;Wyatt SANFORD;M;Boxing;BOX;Men's 63.5kg;https://olympics.com/en/paris-2024/results/boxing/men-s-63-5kg/sfnl000100--;CAN;Canada
Gold Medal;1;2024-01-08;Zelym KOTSOIEV;M;Judo;JUD;Men -100 kg;https://olympics.com/en/paris-2024/results/judo/men--100-kg/fnl-000100--;AZE;Azerbaijan
Silver Medal;2;2024-10-08;Marco AROP;M;Athletics;ATH;Men's 800m;https://olympics.com/en/paris-2024/results/athletics/men-s-800m/fnl-000100--;CAN;Canada
Gold Medal;1;2024-02-08;Chiara LEONE;W;Shooting;SHO;50m Rifle 3 Positions Women;https://olympics.com/en/paris-2024/results/shooting/50m-rifle-3-positions-women/fnl-000100--;SUI;Switzerland
Silver Medal;2;2024-04-08;Kishane THOMPSON;M;Athletics;ATH;Men's 100m;https://olympics.com/en/paris-2024/results/athletics/men-s-100m/fnl-000100--;JAM;Jamaica
Silver Medal;2;2024-02-08;Germany;X;Archery;ARC;Mixed Team;https://olympics.com/en/paris-2024/results/archery/mixed-team/fnl-000100--;GER;Germany
Gold Medal;1;2024-09-08;Canada;M;Athletics;ATH;Men's 4 x 100m Relay;https://olympics.com/en/paris-2024/results/athletics/men-s-4-x-100m-relay/fnl-000100--;CAN;Canada
Silver Medal;2;2024-10-08;Botswana;M;Athletics;ATH;Men's 4 x 400m Relay;https://olympics.com/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--;BOT;Botswana
Gold Medal;1;2024-09-08;United States;W;Athletics;ATH;Women's 4 x 100m Relay;https://olympics.com/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--;USA;United States
Bronze Medal;3;2024-07-08;COWLEY R/MONTAG J;X;Athletics;ATH;Marathon Race Walk Relay Mixed;https://olympics.com/en/paris-2024/results/athletics/marathon-race-walk-relay-mixed/fnl-000100--;AUS;Australia
Bronze Medal;3;2024-03-08;Great Britain;X;Athletics;ATH;4 x 400m Relay Mixed;https://olympics.com/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--;GBR;Great Britain
Silver Medal;2;2024-04-08;LIANG/WANG;M;Badminton;BDM;Men's Doubles;https://olympics.com/en/paris-2024/results/badminton/men-s-doubles/fnl-000100--;CHN;China
Bronze Medal;3;2024-04-08;CHIA/SOH;M;Badminton;BDM;Men's Doubles;https://olympics.com/en/paris-2024/results/badminton/men-s-doubles/fnl-000200--;MAS;Malaysia
Gold Medal;1;2024-03-08;CHEN/JIA;W;Badminton;BDM;Women's Doubles;https://olympics.com/en/paris-2024/results/badminton/women-s-doubles/fnl-000100--;CHN;China
Bronze Medal;3;2024-08-08;MORENO/DOMINGUEZ;M;Canoe Sprint;CSP;Men's Canoe Double 500m;https://olympics.com/en/paris-2024/results/canoe-sprint/men-s-canoe-double-500m/fnl---------;ESP;Spain
Silver Medal;2;2024-08-08;CASADEI/TACCHINI;M;Canoe Sprint;CSP;Men's Canoe Double 500m;https://olympics.com/en/paris-2024/results/canoe-sprint/men-s-canoe-double-500m/fnl---------;ITA;Italy
Gold Medal;1;2024-09-08;SCHOPF/LEMKE;M;Canoe Sprint;CSP;Men's Kayak Double 500m;https://olympics.com/en/paris-2024/results/canoe-sprint/men-s-kayak-double-500m/fnl---------;GER;Germany
Silver Medal;2;2024-09-08;LUZAN/RYBACHOK;W;Canoe Sprint;CSP;Women's Canoe Double 500m;https://olympics.com/en/paris-2024/results/canoe-sprint/women-s-canoe-double-500m/fnl---------;UKR;Ukraine
Silver Medal;2;2024-09-08;CSIPES/GAZSO;W;Canoe Sprint;CSP;Women's Kayak Double 500m;https://olympics.com/en/paris-2024/results/canoe-sprint/women-s-kayak-double-500m/fnl---------;HUN;Hungary
Bronze Medal;3;2024-10-08;Denmark;M;Cycling Track;CTR;Men's Madison;https://olympics.com/en/paris-2024/results/cycling-track/men-s-madison/fnl-000100--;DEN;Denmark
Bronze Medal;3;2024-06-08;Australia;M;Cycling Track;CTR;Men's Team Sprint;https://olympics.com/en/paris-2024/results/cycling-track/men-s-team-sprint/fnl---------;AUS;Australia
Bronze Medal;3;2024-09-08;Netherlands;W;Cycling Track;CTR;Women's Madison;https://olympics.com/en/paris-2024/results/cycling-track/women-s-madison/fnl-000100--;NED;Netherlands
Silver Medal;2;2024-07-31;DPR Korea;W;Diving;DIV;Women's Synchronised 10m Platform;https://olympics.com/en/paris-2024/results/diving/women-s-synchronised-10m-platform/fnl-000100--;PRK;DPR Korea
Silver Medal;2;2024-03-08;Denmark;O;Equestrian;EQD;Dressage Team;https://olympics.com/en/paris-2024/results/equestrian/dressage-team/gpsp000100--;DEN;Denmark
Bronze Medal;3;2024-08-08;Morocco;M;Football;FBL;Men;https://olympics.com/en/paris-2024/results/football/men/fnl-000200--;MAR;Morocco
Gold Medal;1;2024-04-08;Japan;M;Fencing;FEN;Men's Foil Team;https://olympics.com/en/paris-2024/results/fencing/men-s-foil-team/fnl-000100--;JPN;Japan
Gold Medal;1;2024-07-31;Korea;M;Fencing;FEN;Men's Sabre Team;https://olympics.com/en/paris-2024/results/fencing/men-s-sabre-team/fnl-000100--;KOR;Korea
Gold Medal;1;2024-07-29;Japan;M;Artistic Gymnastics;GAR;Men's Team;https://olympics.com/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--;JPN;Japan
Bronze Medal;3;2024-07-30;Brazil;W;Artistic Gymnastics;GAR;Women's Team;https://olympics.com/en/paris-2024/results/artistic-gymnastics/women-s-team/fnl-000001--;BRA;Brazil
Gold Medal;1;2024-07-30;United States;W;Artistic Gymnastics;GAR;Women's Team;https://olympics.com/en/paris-2024/results/artistic-gymnastics/women-s-team/fnl-000001--;USA;United States
Bronze Medal;3;2024-09-08;Argentina;W;Hockey;HOC;Women;https://olympics.com/en/paris-2024/results/hockey/women/fnl-000200--;ARG;Argentina
Gold Medal;1;2024-09-08;Netherlands;W;Hockey;HOC;Women;https://olympics.com/en/paris-2024/results/hockey/women/fnl-000100--;NED;Netherlands
Silver Medal;2;2024-03-08;Japan;X;Judo;JUD;Mixed Team;https://olympics.com/en/paris-2024/results/judo/mixed-team/fnl-00010000;JPN;Japan
Gold Medal;1;2024-02-08;Ireland;M;Rowing;ROW;Lightweight Men's Double Sculls;https://olympics.com/en/paris-2024/results/rowing/lightweight-men-s-double-sculls/fnl---------;IRL;Ireland
Silver Medal;2;2024-03-08;Canada;W;Rowing;ROW;Women's Eight;https://olympics.com/en/paris-2024/results/rowing/women-s-eight/fnl---------;CAN;Canada
Gold Medal;1;2024-02-08;Netherlands;W;Rowing;ROW;Women's Pair;https://olympics.com/en/paris-2024/results/rowing/women-s-pair/fnl---------;NED;Netherlands
Gold Medal;1;2024-01-08;Netherlands;W;Rowing;ROW;Women's Four;https://olympics.com/en/paris-2024/results/rowing/women-s-four/fnl---------;NED;Netherlands
Bronze Medal;3;2024-01-08;Great Britain;W;Rowing;ROW;Women's Double Sculls;https://olympics.com/en/paris-2024/results/rowing/women-s-double-sculls/fnl---------;GBR;Great Britain
Gold Medal;1;2024-02-08;Great Britain;W;Rowing;ROW;Lightweight Women's Double Sculls;https://olympics.com/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------;GBR;Great Britain
Bronze Medal;3;2024-02-08;Greece;W;Rowing;ROW;Lightweight Women's Double Sculls;https://olympics.com/en/paris-2024/results/rowing/lightweight-women-s-double-sculls/fnl---------;GRE;Greece
Bronze Medal;3;2024-07-31;Germany;W;Rowing;ROW;Women's Quadruple Sculls;https://olympics.com/en/paris-2024/results/rowing/women-s-quadruple-sculls/fnl---------;GER;Germany
Silver Medal;2;2024-02-08;McHARDIE/McKENZIE;M;Sailing;SAL;Men's Skiff;https://olympics.com/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--;NZL;New Zealand
Bronze Medal;3;2024-02-08;BARROWS/HENKEN;M;Sailing;SAL;Men's Skiff;https://olympics.com/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--;USA;United States
Gold Medal;1;2024-02-08;AANHOLT/DUETZ;W;Sailing;SAL;Women's Skiff;https://olympics.com/en/paris-2024/results/sailing/women-s-skiff/fnl-000100--;NED;Netherlands
Bronze Medal;3;2024-07-27;Kazakhstan 1;X;Shooting;SHO;10m Air Rifle Mixed Team;https://olympics.com/en/paris-2024/results/shooting/10m-air-rifle-mixed-team/fnl-000200--;KAZ;Kazakhstan
Silver Medal;2;2024-10-08;Great Britain;W;Artistic Swimming;SWA;Duet;https://olympics.com/en/paris-2024/results/artistic-swimming/duet/fnl-000100--;GBR;Great Britain
Bronze Medal;3;2024-04-08;France;M;Swimming;SWM;Men's 4 x 100m Medley Relay;https://olympics.com/en/paris-2024/results/swimming/men-s-4-x-100m-medley-relay/fnl-000100--;FRA;France
Bronze Medal;3;2024-04-08;China;W;Swimming;SWM;Women's 4 x 100m Medley Relay;https://olympics.com/en/paris-2024/results/swimming/women-s-4-x-100m-medley-relay/fnl-000100--;CHN;China
Gold Medal;1;2024-01-08;Australia;W;Swimming;SWM;Women's 4 x 200m Freestyle Relay;https://olympics.com/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--;AUS;Australia
Bronze Medal;3;2024-03-08;Australia;X;Swimming;SWM;Mixed 4 x 100m Medley Relay;https://olympics.com/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--;AUS;Australia
Gold Medal;1;2024-09-08;China;M;Table Tennis;TTE;Men's Team;https://olympics.com/en/paris-2024/results/table-tennis/men-s-team/fnl-00010000;CHN;China
Silver Medal;2;2024-10-08;EHLERS/WICKLER;M;Beach Volleyball;VBV;Men;https://olympics.com/en/paris-2024/results/beach-volleyball/men/fnl-000100--;GER;Germany
Bronze Medal;3;2024-10-08;MOL/SORUM;M;Beach Volleyball;VBV;Men;https://olympics.com/en/paris-2024/results/beach-volleyball/men/fnl-000200--;NOR;Norway
Gold Medal;1;2024-10-08;France;M;Volleyball;VVO;Men;https://olympics.com/en/paris-2024/results/volleyball/men/fnl-000100--;FRA;France
Bronze Medal;3;2024-07-08;Malkhas AMOYAN;M;Wrestling;WRE;Men's Greco-Roman 77kg;https://olympics.com/en/paris-2024/results/wrestling/men-s-greco-roman-77kg/repf000100--;ARM;Armenia
Silver Medal;2;2024-09-08;Marco Alonso VERDE ALVAREZ;M;Boxing;BOX;Men's 71kg;https://olympics.com/en/paris-2024/results/boxing/men-s-71kg/fnl-000100--;MEX;Mexico
Bronze Medal;3;2024-09-08;Maximilian MAEDER;M;Sailing;SAL;Men's Kite;https://olympics.com/en/paris-2024/results/sailing/men-s-kite/fnl-000300--;SGP;Singapore
Silver Medal;2;2024-07-30;Prisca AWITI ALCARAZ;W;Judo;JUD;Women -63 kg;https://olympics.com/en/paris-2024/results/judo/women--63-kg/fnl-000100--;MEX;Mexico
Bronze Medal;3;2024-07-28;Manu BHAKER;W;Shooting;SHO;10m Air Pistol Women;https://olympics.com/en/paris-2024/results/shooting/10m-air-pistol-women/fnl-000100--;IND;India
Silver Medal;2;2024-03-08;Yauheni ZALATY;M;Rowing;ROW;Men's Single Sculls;https://olympics.com/en/paris-2024/results/rowing/men-s-single-sculls/fnl---------;AIN;AIN
Silver Medal;2;2024-09-08;Mari Leivis SANCHEZ;W;Weightlifting;WLF;Women's 71kg;https://olympics.com/en/paris-2024/results/weightlifting/women-s-71kg/fnl-000100--;COL;Colombia
Gold Medal;1;2024-09-08;Toby ROBERTS;M;Sport Climbing;CLB;Men's Boulder & Lead;https://olympics.com/en/paris-2024/results/sport-climbing/men-s-boulder-and-lead/fnl-000200--;GBR;Great Britain
Gold Medal;1;2024-04-08;Kaylia NEMOUR;W;Artistic Gymnastics;GAR;Women's Uneven Bars;https://olympics.com/en/paris-2024/results/artistic-gymnastics/women-s-uneven-bars/fnl-000001--;ALG;Algeria
Bronze Medal;3;2024-10-08;Cheick Sallah CISSE;M;Taekwondo;TKW;Men +80kg;https://olympics.com/en/paris-2024/results/taekwondo/men--plus-80kg/repf000200--;CIV;Côte d'Ivoire
Silver Medal;2;2024-07-28;Distria KRASNIQI;W;Judo;JUD;Women -52 kg;https://olympics.com/en/paris-2024/results/judo/women--52-kg/fnl-000100--;KOS;Kosovo
Silver Medal;2;2024-07-28;Federico Nilo MALDINI;M;Shooting;SHO;10m Air Pistol Men;https://olympics.com/en/paris-2024/results/shooting/10m-air-pistol-men/fnl-000100--;ITA;Italy
Gold Medal;1;2024-10-08;Geno PETRIASHVILI;M;Wrestling;WRE;Men's Freestyle 125kg;https://olympics.com/en/paris-2024/results/wrestling/men-s-freestyle-125kg/fnl-000100--;GEO;Georgia
Silver Medal;2;2024-03-08;Donna VEKIC;W;Tennis;TEN;Women's Singles;https://olympics.com/en/paris-2024/results/tennis/women-s-singles/fnl-000100--;CRO;Croatia
Gold Medal;1;2024-10-08;Abdumalik KHALOKOV;M;Boxing;BOX;Men's 57kg;https://olympics.com/en/paris-2024/results/boxing/men-s-57kg/fnl-000100--;UZB;Uzbekistan
Gold Medal;1;2024-08-08;Semen Sergeevich NOVIKOV;M;Wrestling;WRE;Men's Greco-Roman 87kg;https://olympics.com/en/paris-2024/results/wrestling/men-s-greco-roman-87kg/fnl-000100--;BUL;Bulgaria
